Date;0
1971-08-21;313.1247840739304
1990-04-22;37.53088032451302
1990-08-06;36.37687293898828
1990-09-17;36.00205125545602
1990-10-29;35.54081587558088
1991-09-09;32.21253824154596
1991-11-16;31.527584497914972
1992-06-08;29.510365754562184
1993-05-04;26.809432724745054
1994-07-07;23.91151726409201
1994-08-12;23.729599880822708
1995-08-16;21.635374444238845
1997-01-19;19.55739847912554
1997-10-15;18.72723458888486
2000-10-06;14.351313400652563
2003-08-30;11.388207059397832
2004-09-22;10.437874454622321
2007-05-09;8.877966929619372
2008-11-01;8.319014379987195
2014-10-01;6.70898114968818
